LotArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea
-0.2178786924659806,0.580959154034753,-0.2930252797528886,-0.9347821341758334,-0.4442778364288438,-0.7738610250965184,1.2073785497461735,-0.10119701650206231,0.4135472163019127,1.0873340846696231,-0.24971861037228732,0.7813658143509358,1.2325988725051025,0.986849366836289,-0.9243112113157019,0.30641784773000924,0.3488882605267744,-0.7407604083206012,0.20000600898329907,-0.3596007501322808,-0.10333053085137019,-0.28593545802354126,-0.06315017346937592
-0.07204408274559655,1.178161899614981,-0.2930252797528886,-0.6298183803459485,0.47715787567324175,0.26107477608525587,-0.7850250438866518,-0.10119701650206231,-0.4718906513878417,-0.8189290943998241,3.8225083375422755,0.7813658143509358,-0.7563210328804112,-0.28775828882527155,0.6236316606467388,0.30641784773000924,-0.059803779284765005,1.6148793004689124,-0.7028427666170877,-0.3596007501322808,-0.10333053085137019,-0.28593545802354126,-0.06315017346937592
0.1371968790271284,0.09792752158015665,-0.2930252797528886,-0.28844104396921155,-0.29902688673787464,-0.6107184357476674,1.2353748531695856,-0.10119701650206231,0.5637554259992817,1.0873340846696231,-0.24971861037228732,0.7813658143509358,1.2325988725051025,-0.28775828882527155,0.6236316606467388,0.30641784773000924,0.6275419240346423,-0.7407604083206012,-0.08120918341682137,-0.3596007501322808,-0.10333053085137019,-0.28593545802354126,-0.06315017346937592
-0.07838471795083064,-0.4948840273413933,-0.2930252797528886,-0.047201059596317464,-0.671232445320983,-0.5062052144460596,0.9787420717883084,-0.10119701650206231,0.4273821829845651,1.0873340846696231,-0.24971861037228732,-1.0273628233099534,-0.7563210328804112,0.3495455390055087,0.6236316606467388,1.6198300320529118,0.7854456666891007,-0.7407604083206012,-0.18481478061686574,3.8749668872227674,-0.10333053085137019,-0.28593545802354126,-0.06315017346937592
0.5189031183822206,0.46898363923846015,-0.2930252797528886,-0.16099350505522977,0.2116209832694388,-0.037170270068112604,1.6716505815177571,-0.10119701650206231,1.3780420364639665,1.0873340846696231,-0.24971861037228732,0.7813658143509358,1.2325988725051025,1.6241531946670693,0.6236316606467388,1.6198300320529118,1.6864258453645398,0.7769671892887499,0.5404243997834449,-0.3596007501322808,-0.10333053085137019,-0.28593545802354126,-0.06315017346937592
0.5005152762870417,0.6380447105975688,-0.2930252797528886,-1.1305051403651627,-0.5804506017641273,-0.9268072026110664,0.535467267584284,-0.10119701650206231,-0.2742482702070929,1.0873340846696231,-0.24971861037228732,-1.0273628233099534,1.2325988725051025,-0.9250621166560519,-0.9243112113157019,0.30641784773000924,0.03308077521785759,-0.42456715881865303,-0.25881877861689745,-0.3596007501322808,12.603223215547768,-0.28593545802354126,-0.06315017346937592
-0.01066673395893057,2.036640846386559,-0.2930252797528886,-0.5547153663430664,1.4394454173759124,1.362287254190001,-0.7850250438866518,-0.10119701650206231,0.3819244353129929,1.0873340846696231,-0.24971861037228732,0.7813658143509358,-0.7563210328804112,0.3495455390055087,0.6236316606467388,0.30641784773000924,0.7575803003383138,1.274971557254318,0.1408028105832737,-0.3596007501322808,-0.10333053085137019,-0.28593545802354126,-0.06315017346937592
0.027123451864264604,0.9168856984236312,-0.10384421706215646,-0.7845761061700692,0.12537823189042585,-0.13403618249399296,1.5083388115478533,-0.10119701650206231,1.164588264788758,1.0873340846696231,-0.24971861037228732,0.7813658143509358,1.2325988725051025,0.3495455390055087,2.1715745326091795,0.30641784773000924,0.05165768611838211,1.116874932503344,2.3165203517842055,3.189963298827098,-0.10333053085137019,-0.28593545802354126,-0.06315017346937592
-0.5133522930298892,-0.9691332664786333,-0.2930252797528886,0.8904486909851199,-0.22640141189239005,-0.35070993397293587,0.969409970647171,-0.10119701650206231,0.5400383402575919,-0.8189290943998241,-0.24971861037228732,0.7813658143509358,-0.7563210328804112,0.986849366836289,2.1715745326091795,0.30641784773000924,-0.02264995748371597,-0.029325596941217873,-0.7028427666170877,2.831893241256634,-0.10333053085137019,-0.28593545802354126,-0.06315017346937592
-0.34849577769380286,0.8993209117889186,-0.2930252797528886,-0.9575406232676159,-0.13788911442445573,-0.21050927125126692,-0.7850250438866518,-0.10119701650206231,-0.8375290565722269,1.0873340846696231,-0.24971861037228732,-1.0273628233099534,-0.7563210328804112,-0.9250621166560519,2.1715745326091795,-1.0069943365928933,-1.244081849193203,-0.7407604083206012,-0.6436395682170623,-0.3596007501322808,-0.10333053085137019,-0.28593545802354126,-0.06315017346937592
